lemma,enlemma,verbnoun,tier,freq_rank,zipf,raw,per_million,rank,pres6,past6,imperf6,fut_persons,n_eurfa_rows,passes_coverage
rhegi,swear,rhegi,high,325,4.666,494,46.34,1796,True,True,True,3s,54,True
gwahanu,separate,gwahanu,high,326,4.662,490,45.96,1803,True,True,True,3s,58,True
rhwystro,hinder,rhwystro,high,327,4.661,488,45.77,1809,True,True,True,3s,54,True
gwrthod,refuse,gwrthod,high,328,4.66,487,45.68,1812,True,True,True,3s,56,True
cyrchu,approach,cyrchu,high,329,4.659,486,45.59,1815,True,True,True,3s,56,True
eithrio,except,eithrio,high,330,4.655,482,45.21,1822,True,True,True,3s,51,True
deillio,derive_from,deillio,high,331,4.654,481,45.12,1825,True,True,True,3s,51,True
pallu,refuse,pallu,high,332,4.648,474,44.46,1843,True,True,True,3s,54,True
rhestru,list,rhestru,high,333,4.647,473,44.37,1844,True,True,True,3s,54,True
pregethu,preach,pregethu,high,334,4.645,471,44.18,1847,True,True,True,3s,54,True
amlygu,reveal,amlygu,high,335,4.642,468,43.9,1851,True,True,True,3s,55,True
sgorio,score,sgorio,high,336,4.641,467,43.8,1855,True,True,True,3s,51,True
boddi,drown,boddi,high,337,4.641,466,43.71,1859,True,True,True,3s,55,True
cipio,snatch,cipio,high,338,4.641,466,43.71,1858,True,True,True,3s,51,True
addurno,decorate,addurno,high,339,4.638,463,43.43,1866,True,True,True,3s,54,True
cymeradwyo,approve,cymeradwyo,high,340,4.638,463,43.43,1865,True,True,True,3s,54,True
seilio,base,seilio,high,341,4.632,457,42.87,1886,True,True,True,3s,51,True
maddau,forgive,maddau,high,342,4.631,456,42.77,1888,True,True,True,3s,54,True
ymosod,attack,ymosod,high,343,4.631,456,42.77,1889,True,True,True,3s,55,True
amrywio,vary,amrywio,high,344,4.63,455,42.68,1891,True,True,True,3s,51,True
comisiynu,commission,comisiynu,high,345,4.629,454,42.58,1896,True,True,True,3s,54,True
bwydo,feed,bwydo,high,346,4.627,452,42.4,1897,True,True,True,3s,54,True
danfon,dispatch,danfon,high,347,4.624,449,42.12,1904,True,True,True,3s,55,True
hawlio,claim,hawlio,high,348,4.624,449,42.12,1903,True,True,True,3s,51,True
addo,promise,addo,high,349,4.623,448,42.02,1913,True,True,True,3s,52,True
saethu,shoot,saethu,high,350,4.623,448,42.02,1911,True,True,True,3s,54,True
pigo,pick,pigo,high,351,4.616,440,41.27,1941,True,True,True,3s,54,True
goroesi,survive,goroesi,high,352,4.615,439,41.18,1944,True,True,True,3s,54,True
ymgyrchu,attack,ymgyrchu,high,353,4.615,439,41.18,1946,True,True,True,3s,54,True
diolch,thank,diolch,high,354,4.614,438,41.08,1948,True,True,True,3s,54,True
hunanasesu,self-assess,hunanasesu,high,355,4.613,437,40.99,1952,True,True,True,3s,54,True
sbio,look,sbio,high,356,4.612,436,40.9,1956,True,True,True,3s,52,True
tanio,fire,tanio,high,357,4.612,436,40.9,1955,True,True,True,3s,51,True
dyfynnu,quote,dyfynnu,high,358,4.611,435,40.8,1959,True,True,True,3s,54,True
atgoffa,remind,atgoffa,high,359,4.609,433,40.62,1963,True,True,True,3s,54,True
rhybuddio,warn,rhybuddio,high,360,4.609,433,40.62,1967,True,True,True,3s,51,True
ymdopi,cope_with,ymdopi,high,361,4.608,432,40.52,1969,True,True,True,3s,54,True
dylunio,delineate,dylunio,high,362,4.607,431,40.43,1971,True,True,True,3s,52,True
glanhau,clean,glanhau,high,363,4.603,427,40.05,1980,True,True,True,3s,51,True
beicio,cycle,beicio,high,364,4.601,425,39.86,1990,True,True,True,3s,51,True
cyffwrdd,touch,cyffwrdd,high,365,4.601,425,39.86,1985,True,True,True,3s,54,True
gwrthwynebu,oppose,gwrthwynebu,high,366,4.601,425,39.86,1986,True,True,True,3s,54,True
ymrwymo,commit oneself_,ymrwymo,high,367,4.601,425,39.86,1987,True,True,True,3s,55,True
deffro,waken,deffro,high,368,4.596,421,39.49,1998,True,True,True,3s,51,True
crio,cry,crio,high,369,4.595,420,39.4,2003,True,True,True,3s,54,True
cyfansoddi,compose,cyfansoddi,high,370,4.595,420,39.4,2002,True,True,True,3s,54,True
amlinellu,outline,amlinellu,high,371,4.594,419,39.3,2010,True,True,True,3s,54,True
cennu,grow_scaly,cennu,high,372,4.594,419,39.3,2008,True,True,True,3s,54,True
cryfhau,strengthen,cryfhau,high,373,4.591,416,39.02,2015,True,True,True,3s,50,True
olrhain,track,olrhain,high,374,4.591,416,39.02,2014,True,True,True,3s,51,True
cludo,carry,cludo,high,375,4.588,413,38.74,2022,True,True,True,3s,54,True
blino,tire,blino,high,376,4.587,412,38.65,2025,True,True,True,3s,54,True
dadlau,argue,dadlau,high,377,4.587,412,38.65,2028,True,True,True,3s,54,True
gwirio,check,gwirio,high,378,4.587,412,38.65,2024,True,True,True,3s,51,True
argymell,recommend,argymell,high,379,4.586,411,38.55,2030,True,True,True,3s,52,True
ffilmio,film,ffilmio,high,380,4.585,410,38.46,2036,True,True,True,3s,51,True
gwireddu,verify,gwireddu,high,381,4.585,410,38.46,2035,True,True,True,3s,54,True
hwylio,sail,hwylio,high,382,4.583,408,38.27,2042,True,True,True,3s,51,True
cwrdd,meet,cwrdd,high,383,4.576,402,37.71,2059,True,True,True,3s,54,True
sychu,dry,sychu,high,384,4.574,400,37.52,2062,True,True,True,3s,55,True
glanio,land,glanio,high,385,4.573,399,37.43,2068,True,True,True,3s,55,True
menu,disturb,menu,high,386,4.57,396,37.14,2078,True,True,True,3s,54,True
betio,bet,betio,high,387,4.569,395,37.05,2081,True,True,True,3s,51,True
cyfuno,combine,cyfuno,high,388,4.569,395,37.05,2082,True,True,True,3s,55,True
taro,strike,taro,high,389,4.568,394,36.96,2088,True,True,True,3s,56,True
garddio,garden,garddio,high,390,4.563,390,36.58,2096,True,True,True,3s,55,True
arwyddo,sign,arwyddo,high,391,4.561,388,36.39,2102,True,True,True,3s,54,True
ofni,fear,ofni,high,392,4.561,388,36.39,2104,True,True,True,3s,54,True
sgrifennu,write,sgrifennu,high,393,4.561,388,36.39,2101,True,True,True,3s,54,True
cyfaddef,admit,cyfaddef,high,394,4.555,383,35.93,2122,True,True,True,3s,54,True
perthyn,belong,perthyn,high,395,4.554,382,35.83,2126,True,True,True,3s,54,True
anghytuno,disagree,anghytuno,high,396,4.552,380,35.64,2140,True,True,True,3s,54,True
bodloni,satisfy,bodloni,high,397,4.552,380,35.64,2136,True,True,True,3s,54,True
canslo,cancel,canslo,high,398,4.552,380,35.64,2139,True,True,True,3s,54,True
dyddio,date,dyddio,high,399,4.551,379,35.55,2141,True,True,True,3s,51,True
ethol,elect,ethol,high,400,4.549,377,35.36,2147,True,True,True,3s,54,True
cyfyngu,limit,cyfyngu,high,401,4.547,376,35.27,2150,True,True,True,3s,54,True
argraffu,print,argraffu,high,402,4.546,375,35.17,2155,True,True,True,3s,58,True
costio,cost,costio,high,403,4.546,375,35.17,2154,True,True,True,3s,51,True
gwirfoddoli,volunteer,gwirfoddoli,high,404,4.546,375,35.17,2152,True,True,True,3s,54,True
trochi,dirty,trochi,high,405,4.546,375,35.17,2157,True,True,True,3s,108,True
plesio,please,plesio,high,406,4.545,374,35.08,2158,True,True,True,3s,51,True
arbed,save,arbed,high,407,4.544,373,34.99,2164,True,True,True,3s,54,True
pobi,bake,pobi,high,408,4.543,372,34.89,2168,True,True,True,3s,54,True
udo,wail,udo,high,409,4.542,371,34.8,2174,True,True,True,3s,54,True
actio,act,actio,high,410,4.54,370,34.71,2189,True,True,True,3s,51,True
cyflenwi,supply,cyflenwi,high,411,4.539,369,34.61,2193,True,True,True,3s,52,True
cywiro,correct,cywiro,high,412,4.539,369,34.61,2195,True,True,True,3s,54,True
cydio,grip,cydio,high,413,4.532,363,34.05,2213,True,True,True,3s,51,True
pedoli,shoe,pedoli,high,414,4.532,363,34.05,2214,True,True,True,3s,54,True
plannu,plant,plannu,high,415,4.529,360,33.77,2225,True,True,True,3s,57,True
plygu,fold,plygu,high,416,4.522,355,33.3,2243,True,True,True,3s,55,True
toi,roof,toi,high,417,4.521,354,33.2,2249,True,True,True,3s,51,True
barnu,judge,barnu,high,418,4.515,349,32.74,2265,True,True,True,3s,57,True
ysgwyd,shake,ysgwyd,high,419,4.513,347,32.55,2269,True,True,True,3s,54,True
meddu,own,meddu,high,420,4.51,345,32.36,2275,True,True,True,3s,54,True
dethol,select,dethol,high,421,4.505,341,31.99,2292,True,True,True,3s,54,True
gwahaniaethu,differentiate,gwahaniaethu,high,422,4.505,341,31.99,2295,True,True,True,3s,54,True
perswadio,persuade,perswadio,high,423,4.502,339,31.8,2301,True,True,True,3s,51,True
addoli,worship,addoli,high,424,4.501,338,31.7,2306,True,True,True,3s,54,True
bachu,hook,bachu,high,425,4.501,338,31.7,2309,True,True,True,3s,54,True
gostwng,lower,gostwng,high,426,4.5,337,31.61,2311,True,True,True,3s,55,True
parchu,respect,parchu,high,427,4.5,337,31.61,2312,True,True,True,3s,58,True
dyfalu,conjecture,dyfalu,high,428,4.493,332,31.14,2323,True,True,True,3s,54,True
graddio,graduate,graddio,high,429,4.492,331,31.05,2327,True,True,True,3s,52,True
hwyluso,facilitate,hwyluso,high,430,4.489,329,30.86,2332,True,True,True,3s,55,True
teipio,type,teipio,high,431,4.488,328,30.77,2334,True,True,True,3s,51,True
ymateb,respond,ymateb,high,432,4.488,328,30.77,2333,True,True,True,3s,54,True
brifo,hurt,brifo,high,433,4.484,325,30.48,2347,True,True,True,3s,54,True
crynhoi,summarise,crynhoi,high,434,4.48,322,30.2,2359,True,True,True,3s,51,True
cyfnewid,exchange,cyfnewid,high,435,4.479,321,30.11,2363,True,True,True,3s,51,True
gwahodd,invite,gwahodd,high,436,4.479,321,30.11,2362,True,True,True,3s,54,True
anadlu,breathe,anadlu,high,437,4.477,320,30.02,2366,True,True,True,3s,60,True
llefaru,utter,llefaru,high,438,4.477,320,30.02,2370,True,True,True,3s,56,True
chwythu,blow,chwythu,high,439,4.476,319,29.92,2373,True,True,True,3s,54,True
tybio,suppose,tybio,high,440,4.475,318,29.83,2374,True,True,True,3s,52,True
dynodi,denote,dynodi,high,441,4.473,317,29.73,2384,True,True,True,3s,54,True
cigyddio,butcher,cigyddio,high,442,4.471,315,29.55,2392,True,True,True,3s,51,True
llywio,steer,llywio,high,443,4.471,315,29.55,2390,True,True,True,3s,51,True
cwestiynu,question,cwestiynu,high,444,4.469,314,29.45,2394,True,True,True,3s,54,True
cyfiawnhau,justify,cyfiawnhau,high,445,4.469,314,29.45,2397,True,True,True,3s,50,True
crafu,scratch,crafu,high,446,4.468,313,29.36,2404,True,True,True,3s,54,True
dinistrio,destroy,dinistrio,high,447,4.465,311,29.17,2415,True,True,True,3s,51,True
llusgo,drag,llusgo,high,448,4.464,310,29.08,2418,True,True,True,3s,56,True
llyncu,swallow,llyncu,high,449,4.462,309,28.98,2422,True,True,True,3s,55,True
craffu,grasp,craffu,high,450,4.461,308,28.89,2429,True,True,True,3s,58,True
cynilo,save,cynilo,high,451,4.461,308,28.89,2431,True,True,True,3s,54,True
ildio,yield,ildio,high,452,4.461,308,28.89,2434,True,True,True,3s,51,True
rasio,race,rasio,high,453,4.461,308,28.89,2428,True,True,True,3s,51,True
pennu,determine,pennu,high,454,4.458,306,28.7,2441,True,True,True,3s,51,True
clymu,tie,clymu,high,455,4.457,305,28.61,2446,True,True,True,3s,55,True
gweddïo,pray,gweddïo,high,456,4.457,305,28.61,2445,True,True,True,3s,51,True
ailadrodd,repeat,ailadrodd,high,457,4.455,304,28.51,2452,True,True,True,3s,55,True
estyn,reach,estyn,high,458,4.445,297,27.86,2477,True,True,True,3s,56,True
hysbysu,announce,hysbysu,high,459,4.443,296,27.76,2479,True,True,True,3s,55,True
ymgynghori,consult,ymgynghori,high,460,4.435,290,27.2,2504,True,True,True,3s,51,True
llywodraethu,govern,llywodraethu,high,461,4.43,287,26.92,2529,True,True,True,3s,54,True
tybied,suppose,tybied,high,462,4.427,285,26.73,2538,True,True,True,3s,52,True
gwrthdaro,collide,gwrthdaro,high,463,4.426,284,26.64,2539,True,True,True,3s,55,True
cyhuddo,accuse,cyhuddo,high,464,4.424,283,26.55,2550,True,True,True,3s,54,True
diwygio,reform,diwygio,high,465,4.424,283,26.55,2546,True,True,True,3s,51,True
pwyntio,point,pwyntio,high,466,4.424,283,26.55,2545,True,True,True,3s,51,True
arddel,acknowledge,arddel,high,467,4.421,281,26.36,2559,True,True,True,3s,54,True
tanysgrifio,subscribe,tanysgrifio,high,468,4.421,281,26.36,2554,True,True,True,3s,51,True
ailgylchu,recycle,ailgylchu,high,469,4.419,280,26.26,2563,True,True,True,3s,54,True
gwobrwyo,reward,gwobrwyo,high,470,4.419,280,26.26,2564,True,True,True,3s,54,True
storio,store,storio,high,471,4.419,280,26.26,2569,True,True,True,3s,51,True
llithro,slip,llithro,high,472,4.418,279,26.17,2579,True,True,True,3s,54,True
twyllo,deceive,twyllo,high,473,4.418,279,26.17,2578,True,True,True,3s,54,True
gorchuddio,cover,gorchuddio,high,474,4.416,278,26.08,2581,True,True,True,3s,51,True
pysgota,fish,pysgota,high,475,4.415,277,25.98,2586,True,True,True,3s,54,True
rhyfeddu,wonder,rhyfeddu,high,476,4.415,277,25.98,2588,True,True,True,3s,54,True
peintio,paint,peintio,high,477,4.407,272,25.51,2604,True,True,True,3s,51,True
rhuthro,rush,rhuthro,high,478,4.402,269,25.23,2617,True,True,True,3s,54,True
amau,doubt,amau,high,479,4.4,268,25.14,2623,True,True,True,3s,52,True
monitro,monitor,monitro,high,480,4.4,268,25.14,2627,True,True,True,3s,55,True
casáu,hate,casáu,high,481,4.399,267,25.04,2629,True,True,True,3s,51,True
tanseilio,undermine,tanseilio,high,482,4.399,267,25.04,2632,True,True,True,3s,51,True
rhagweld,foresee,rhagweld,high,483,4.394,264,24.76,2644,True,True,True,3s,51,True
siomi,disappoint,siomi,high,484,4.394,264,24.76,2641,True,True,True,3s,54,True
trosi,translate,trosi,high,485,4.394,264,24.76,2640,True,True,True,3s,109,True
adnewyddu,renew,adnewyddu,high,486,4.392,263,24.67,2650,True,True,True,3s,55,True
gwadu,deny,gwadu,high,487,4.389,261,24.48,2662,True,True,True,3s,58,True
diffodd,turn_off,diffodd,high,488,4.385,259,24.29,2679,True,True,True,3s,56,True
gwaedu,bleed,gwaedu,high,489,4.377,254,23.82,2713,True,True,True,3s,54,True
gweru,grease,gweru,high,490,4.374,252,23.64,2726,True,True,True,3s,54,True
benthyca,lend,benthyca,high,491,4.368,249,23.36,2743,True,True,True,3s,54,True
ffitio,fit,ffitio,high,492,4.365,247,23.17,2756,True,True,True,3s,51,True
mudo,silence,mudo,high,493,4.363,246,23.07,2765,True,True,True,3s,54,True
lledaenu,disseminate,lledaenu,high,494,4.361,245,22.98,2771,True,True,True,3s,54,True
tawelu,silence,tawelu,high,495,4.356,242,22.7,2791,True,True,True,3s,54,True
ynganu,pronounce,ynganu,high,496,4.356,242,22.7,2793,True,True,True,3s,58,True
disodli,supplant,disodli,high,497,4.354,241,22.61,2800,True,True,True,3s,54,True
ymdrechu,strive,ymdrechu,high,498,4.354,241,22.61,2799,True,True,True,3s,54,True
dyfarnu,adjudicate,dyfarnu,high,499,4.352,240,22.51,2808,True,True,True,3s,58,True
gafael,grasp,gafael,high,500,4.351,239,22.42,2810,True,True,True,3s,56,True
goleuo,enlighten,goleuo,high,501,4.347,237,22.23,2823,True,True,True,3s,54,True
ymarfer,practice,ymarfer,high,502,4.347,237,22.23,2821,True,True,True,3s,54,True
lliwio,colour,lliwio,high,503,4.345,236,22.14,2832,True,True,True,3s,51,True
sortio,sort,sortio,high,504,4.345,236,22.14,2827,True,True,True,3s,51,True
ymolchi,wash_oneself,ymolchi,high,505,4.343,235,22.04,2839,True,True,True,3s,55,True
amharu,spoil,amharu,high,506,4.341,234,21.95,2846,True,True,True,3s,56,True
gwylltio,fly_into a temper,gwylltio,high,507,4.338,232,21.76,2854,True,True,True,3s,51,True
ymddwyn,behave,ymddwyn,high,508,4.338,232,21.76,2852,True,True,True,,42,True
cyfeilio,accompany,cyfeilio,high,509,4.336,231,21.67,2862,True,True,True,3s,51,True
llofnodi,sign,llofnodi,high,510,4.336,231,21.67,2863,True,True,True,3s,54,True
cynhesu,warm,cynhesu,high,511,4.334,230,21.57,2865,True,True,True,3s,51,True
cosbi,punish,cosbi,high,512,4.332,229,21.48,2873,True,True,True,3s,54,True
trechu,overpower,trechu,high,513,4.332,229,21.48,2871,True,True,True,3s,54,True
targedu,target,targedu,high,514,4.328,227,21.29,2885,True,True,True,3s,54,True
trwsio,mend,trwsio,high,515,4.328,227,21.29,2886,True,True,True,3s,51,True
brysio,hurry,brysio,high,516,4.326,226,21.2,2891,True,True,True,3s,51,True
datgloi,unlock,datgloi,high,517,4.326,226,21.2,2889,True,True,True,3s,52,True
agosáu,approach,agosáu,high,518,4.324,225,21.1,2899,True,True,True,3s,51,True
cicio,kick,cicio,high,519,4.324,225,21.1,2895,True,True,True,3s,51,True
ymddiheuro,apologise,ymddiheuro,high,520,4.324,225,21.1,2900,True,True,True,3s,54,True
gweinyddu,serve,gweinyddu,high,521,4.322,224,21.01,2903,True,True,True,3s,54,True
marcio,mark,marcio,high,522,4.322,224,21.01,2906,True,True,True,3s,51,True
cyllido,finance,cyllido,high,523,4.321,223,20.92,2909,True,True,True,3s,54,True
cymhwyso,adapt,cymhwyso,high,524,4.321,223,20.92,2913,True,True,True,3s,52,True
hongian,hang,hongian,high,525,4.321,223,20.92,2912,True,True,True,3s,51,True
bysu,finger,bysu,high,526,4.318,222,20.82,2919,True,True,True,3s,54,True
coffáu,commemorate,coffáu,high,527,4.318,222,20.82,2918,True,True,True,3s,51,True
cydymdeimlo,sympathise,cydymdeimlo,high,528,4.317,221,20.73,2926,True,True,True,3s,54,True
palu,dig,palu,high,529,4.315,220,20.64,2941,True,True,True,3s,54,True
anafu,injure,anafu,high,530,4.313,219,20.54,2948,True,True,True,3s,54,True
sillafu,spell,sillafu,high,531,4.307,216,20.26,2973,True,True,True,3s,61,True
taeru,insist,taeru,high,532,4.305,215,20.17,2979,True,True,True,3s,54,True
ysgogi,stir,ysgogi,high,533,4.305,215,20.17,2977,True,True,True,3s,55,True
berwi,boil,berwi,high,534,4.303,214,20.07,2988,True,True,True,3s,54,True
crybwyll,mention,crybwyll,high,535,4.303,214,20.07,2983,True,True,True,3s,55,True
terfynu,terminate,terfynu,high,536,4.303,214,20.07,2982,True,True,True,3s,54,True
enwebu,nominate,enwebu,high,537,4.301,213,19.98,2990,True,True,True,3s,54,True
ymgymryd,undertake,ymgymryd,high,538,4.301,213,19.98,2989,True,True,True,3s,54,True
godro,milk,godro,high,539,4.296,211,19.79,3002,True,True,True,3s,54,True
mewnfudo,immigrate,mewnfudo,high,540,4.296,211,19.79,2998,True,True,True,3s,54,True
setlo,settle,setlo,high,541,4.296,211,19.79,3003,True,True,True,3s,54,True
rhwygo,tear,rhwygo,high,542,4.294,210,19.7,3013,True,True,True,3s,54,True
ymgeisio,seek,ymgeisio,high,543,4.294,210,19.7,3007,True,True,True,3s,51,True
oeri,grow_cold,oeri,high,544,4.292,209,19.6,3019,True,True,True,3s,54,True
arsylwi,observe,arsylwi,high,545,4.29,208,19.51,3024,True,True,True,3s,54,True
hela,hunt,hela,high,546,4.29,208,19.51,3025,True,True,True,3s,54,True
lledu,spread,lledu,high,547,4.29,208,19.51,3023,True,True,True,3s,54,True
paentio,paint,paentio,high,548,4.288,207,19.42,3031,True,True,True,3s,51,True
seibio,pause,seibio,high,549,4.288,207,19.42,3034,True,True,True,3s,51,True
trychu,chop,trychu,high,550,4.286,206,19.32,3044,True,True,True,3s,54,True
ymadael,depart,ymadael,high,551,4.282,204,19.14,3060,True,True,True,3s,53,True
toddi,melt,toddi,high,552,4.28,203,19.04,3066,True,True,True,3s,54,True
drysu,confuse,drysu,high,553,4.278,202,18.95,3071,True,True,True,3s,54,True
paru,pair,paru,high,554,4.278,202,18.95,3069,True,True,True,3s,53,True
dymchwel,overturn,dymchwel,high,555,4.273,200,18.76,3087,True,True,True,3s,54,True
sbïo,look,sbïo,high,556,4.273,200,18.76,3085,True,True,True,3s,51,True
huno,sleep,huno,high,557,4.271,199,18.67,3091,True,True,True,3s,54,True
atgyfnerthu,replenish,atgyfnerthu,high,558,4.269,198,18.57,3099,True,True,True,3s,54,True
suddo,sink,suddo,high,559,4.269,198,18.57,3103,True,True,True,3s,54,True
portreadu,portray,portreadu,high,560,4.267,197,18.48,3110,True,True,True,3s,54,True
ymgorffori,embody,ymgorffori,high,561,4.264,196,18.38,3119,True,True,True,3s,54,True
dodi,place,dodi,high,562,4.262,195,18.29,3133,True,True,True,3s,55,True
ffynnu,prosper,ffynnu,high,563,4.262,195,18.29,3129,True,True,True,3s,54,True
ffarwelio,farewell,ffarwelio,high,564,4.26,194,18.2,3141,True,True,True,3s,51,True
myfyrio,contemplate,myfyrio,high,565,4.26,194,18.2,3139,True,True,True,3s,51,True
trwyddedu,licence,trwyddedu,high,566,4.26,194,18.2,3150,True,True,True,3s,54,True
cleisio,bruise,cleisio,high,567,4.258,193,18.1,3153,True,True,True,3s,51,True
beio,blame,beio,high,568,4.256,192,18.01,3161,True,True,True,3s,54,True
bwcio,book,bwcio,high,569,4.256,192,18.01,3162,True,True,True,3s,51,True
gwau,knit,gwau,high,570,4.253,191,17.92,3165,True,True,True,3s,51,True
gwirioni,dote,gwirioni,high,571,4.253,191,17.92,3168,True,True,True,3s,54,True
pilo,peel,pilo,high,572,4.253,191,17.92,3170,True,True,True,3s,54,True
breuddwydio,dream,breuddwydio,high,573,4.251,190,17.82,3175,True,True,True,3s,51,True
cloddio,mine,cloddio,high,574,4.251,190,17.82,3178,True,True,True,3s,51,True
llongyfarch,congratulate,llongyfarch,high,575,4.251,190,17.82,3172,True,True,True,,42,True
gwastraffu,waste,gwastraffu,high,576,4.249,189,17.73,3187,True,True,True,3s,58,True
